Column1;Column2;Column3;Column4;Column5;Column6
AMERÝKAN BÝBLE HAUS HANI - HAN;FATÝH;MERCAN;OSMANLI;41.012441;28.966523
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;TOMTOM;OSMANLI;41.049433;28.944783
CER ATÖLYELERÝ - T1B-D YAPISI;FATÝH;YEDÝKULE;OSMANLI;40.9938637;28.9252063
AVUSTURYA BAÞKONSOLOSLUÐU-SARAY YAPISI;SARIYER;YENÝKÖY;OSMANLI;41.1258236;29.0694968
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
AHÞAP EV;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.0338085;29.03165
PANAYÝA RUM ORTODOKS KÝLÝSESÝ;FATÝH;SEYYÝD ÖMER;OSMANLI;41.0069535;28.9358539
ÞÜKRÜ BEY KÖÞKÜ;ADALAR;NÝZAM;OSMANLI;40.8740929;29.0898721
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
KÂRGÝR BÝNA;FATÝH;DEMÝRTAÞ;OSMANLI;41.018062;28.9648725
SULTANAHMET KÜLLÝYESÝ - ÇEÞME;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
KARGÝR ÜSTÜ AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
ÝKÝZ EV ;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
ÞÝÞECÝ HAN;FATÝH;RÜSTEMPAÞA;OSMANLI;41.0149733;28.9702621
MARMARA SURLARI, AYÝOS LAZAROUS KAPISI/19;FATÝH;CANKURTARAN;;41.0126514;28.9871015
KARGÝR ODASI OLAN DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
HELVACIBAÞI ÝSKENDER AÐA MESCÝDÝ- ÖZGÜN AVLU DUVARI KALINTISI ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0156927;28.9281693
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;BOZKURT;CUMHURÝYET;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BEDRETTÝN;CUMHURÝYET;41.049433;28.944783
KORUGAN;ARNAVUTKÖY;YEÞÝLBAYIR;CUMHURÝYET;41.130085;28.608156
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
DUVAR KALINTISI;FATÝH;HACI KADIN;OSMANLI;41.0186888;28.9594145
SERHAZÝN SÜLEYMAN AÐA CAMÝ;BEÞÝKTAÞ;CÝHANNÜMA;OSMANLI;41.043617;29.0085368
KAGÝR FIRIN;BEYKOZ;MERKEZ;OSMANLI;41.1429436;29.1782018
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;HASANLI;OSMANLI;41.0169;29.6663
AHÞAP EV;BEYKOZ;ÇUBUKLU;OSMANLI;41.0850841;29.0066473
SARNIÇ;BAKIRKÖY;ATAKÖY 1. KISIM;BÝZANS;40.993127;28.8860758
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;SALACAK;OSMANLI;41.016282;29.0125313
AHÞAP EV;TUZLA;CAMÝ;OSMANLI;40.8982305;29.3598782
KALINTI;FATÝH;KATÝP KASIM;;41.0048204;28.9550479
ÇEÞME - SU HAZNESÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
AHÞAP EV;KADIKÖY;HASANPAÞA;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;;41.049433;28.944783
TAÞ AMBARLAR;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BÜYÜKÇEKMECE;MÝMAR SÝNAN;OSMANLI;41.014505;28.561044
KONAK/KÖÞK;ÜSKÜDAR;SALACAK;OSMANLI;41.0124608;29.0143785
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;AHMEDÝYE;OSMANLI;41.0181788;29.0161687
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KULOÐLU;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;DEMÝRTAÞ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;ÝSTÝNYE;;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ACIBADEM;;41.0010389;29.029593
KÂRGÝR YAPI;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
KÂRGÝR DÜKKAN;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0228524;29.0118038
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;BEBEK;OSMANLI;41.068616;29.0285355
AHÞAP EV;ÞÝLE;BALÝBEY;OSMANLI;41.1669847;29.6309957
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;KURUÇEÞME;OSMANLI;41.0616299;29.0329
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;CÝHANGÝR;OSMANLI;41.049433;28.944783
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;;40.993513;28.784624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;CUMHURÝYET;CUMHURÝYET;41.0521292;28.9665703
OSMANLI MEZARLIÐI;BEYKOZ;ANADOLU KAVAÐI;;41.17314409999999;29.0939685
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
FRANSIZ HAPÝSHANESÝ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0023668;28.971075
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BÜLBÜL;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KEÇECÝ PÝRÝ;CUMHURÝYET;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
SET DUVARLARI;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0136361;28.9630532
AHÞAP EV;BEYKOZ;ANADOLU KAVAÐI;OSMANLI;41.17314409999999;29.0939685
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;CUMHURÝYET;41.049433;28.944783
DÜKKAN ;BEYOÐLU;HACIMÝMÝ;;41.032734;28.9840765
KARGÝR EV;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HASEKÝ SULTAN;OSMANLI;41.009966;28.9404917
PLATÝN APARTMANI;BEYOÐLU;KOCATEPE;;40.98275590000001;29.0468871
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
ABSÝD TEMELÝ KALINTISI;FATÝH;SULTAN AHMET;;41.0078742;28.97783129999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;OSMANLI;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;GÖZTEPE;;40.97694;29.0625
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;ÇAYIRBAÞI;OSMANLI;41.1572294;29.0321726
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
AHÞAP KONAK;KADIKÖY;CAFERAÐA;OSMANLI;40.9868971;29.0262877
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;SÝNANPAÞA;;41.0418657;29.0051116
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
AHÞAP EV;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0338085;29.03165
KARA SURLARI, ÖN SUR, T57A;ZEYTÝNBURNU;MERKEZEFENDÝ;ROMA;41.0140402;28.9150152
Marmara Surlarý, 13. ve 14. kuleler arasýndaki sur duvarý;FATÝH;CANKURTARAN;ROMA;41.0103672;28.9834284
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;TOPKAPI;OSMANLI;41.0139702;28.9701897
SEBÝL;EYÜPSULTAN;DEFTERDAR;;41.1871598;28.8829816
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
BÜYÜKADA RUM YETÝMHANESÝ - 2 NUMARALI SU KUYUSU/SU HAZNESÝ;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÇATAKLI;OSMANLI;41.0755;29.7986
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
BAHÇELÝ KÂRGÝR EV;ÜSKÜDAR;MURATREÝS;OSMANLI;41.0207698;29.0259707
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0509393;29.021261
SU HAZNESÝ;BEÞÝKTAÞ;ARNAVUTKÖY;;41.066842;29.04337
AYA ÝOANNES PRODROMOS RUM ORTODOKS KÝLÝSESÝ_ÇAN KULESÝ;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
MEZAR;ÞÝLE;BALÝBEY;;41.1669847;29.6309957
SARNIÇ;BEYKOZ;PAÞABAHÇE;;41.1003854;29.092898
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;;41.049433;28.944783
TOPKAPI SARAYI III. AVLU ÇEÞME;FATÝH;CANKURTARAN;;38.3228017;26.3027607
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;MÝTHATPAÞA;OSMANLI;41.1868454;28.917927
ELHAMRA HAN;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.0325144;28.9762543
KARA SURLARI, ANA SUR, T46-T47 BEDEN DUVARI;FATÝH;MEVLANAKAPI;ROMA;41.0170473;28.9252063
KÂRGÝR EV;FATÝH;DERVÝÞ ALÝ;OSMANLI;41.02850670000001;28.9404917
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;TOMTOM;OSMANLI;41.049433;28.944783
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HACIMÝMÝ;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;CUMHURÝYET;41.0139702;28.9701897
HACI SELÝM AÐA KÜTÜPHANESÝ - DUVAR;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.024709;29.017049
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
KARGÝR EV;BEÞÝKTAÞ;ABBASAÐA;OSMANLI;41.0480102;29.0045285
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;TARABYA;;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;YILDIZ;;41.0471495;29.0139863
KAGÝR EV;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
AHÞAP MÜÞTEMÝLAT;BEÞÝKTAÞ;ARNAVUTKÖY;;41.068056;29.043056
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
AYIOS IOANNIS HRISOSTOMOS RUM ORTODOKS KÝLÝSESÝ - MEKTEP;KADIKÖY;FENERBAHÇE;OSMANLI;40.9861839;29.0276963
HACI ALÝ BEY ÇEÞMESÝ;BEYKOZ;MERKEZ;OSMANLI;41.1333597;29.0931583
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KILIÇALÝ PAÞA;OSMANLI;41.02812429999999;28.9841561
KÂRGÝR APARTMAN;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.0074242;28.9666918
SÝVÝL MÝMARLIK ÖRNEÐÝ;SÝLÝVRÝ;ORTAKÖY;OSMANLI;41.07666100000001;28.415873
ALTINDA DÜKKÂNI OLAN KÂRGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9903495;29.0251323
AHÞAP EV;FATÝH;DEMÝRTAÞ;OSMANLI;41.0168639;28.9470422
AHÞAP EV;FATÝH;CANKURTARAN;OSMANLI;41.0338085;29.03165
SARI EMÝNE HATUN MEKTEBÝ;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.002915;28.976436
YOÐURTHANE BÝNALARINA KOMÞU YAPI;SÝLÝVRÝ;PÝRÝ MEHMET PAÞA;OSMANLI;41.0740115;28.2439219
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
GÖZTEPE SEVGÝ ÖZEL EÐÝTÝM ANAOKULU;KADIKÖY;GÖZTEPE;;40.9779093;29.0661656
KARGÝR EV;FATÝH;DEMÝRTAÞ;OSMANLI;41.018062;28.9648725
HAZÝRE;SARIYER;ÝSTÝNYE;OSMANLI;41.1000294;29.0411801
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;SÝLÝVRÝ;SELÝMPAÞA;;41.0788828;28.2182341
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
AHÞAP EV;FATÝH;HACI KADIN;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KÜÇÜKÇAMLICA;OSMANLI;41.0142241;29.066357
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
AHÞAP EV;TUZLA;CAMÝ;CUMHURÝYET;40.8982305;29.3598782
KÂRGÝR BÝNA;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AKSARAY;OSMANLI;41.0139702;28.9701897
HAMAM, TONOZ, KEMERLÝ YAPI ;BEYOÐLU;PÜRTELAÞ HASAN EFENDÝ;;41.0304014;28.9885218
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
HACI FERHAT SIBYAN MEKTEBÝ;FATÝH;CÝBALÝ;OSMANLI;41.03552730000001;28.9660266
AHÞAP EV;BEYKOZ;ÝNCÝRKÖY;OSMANLI;41.1186879;29.1070773
BEYKOZ KETHÜDA ÇEÞMESÝ;BEYKOZ;YALIKÖY;OSMANLI;41.1369097;29.08633619999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;DUATEPE;OSMANLI;41.0521292;28.9665703
DÖRT EVLER;ADALAR;NÝZAM;CUMHURÝYET;40.8622396;29.1169363
MEZARLIK;ADALAR;KINALIADA;OSMANLI;40.90907;29.053205
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MOLLA FENARÝ;OSMANLI;41.0097038;28.9710581
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KOCA MUSTAFAPAÞA;OSMANLI;40.9992262;28.9310295
AHÞAP EV;BEÞÝKTAÞ;BALMUMCU;;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
DURSUNKÖY KÖPRÜSÜ;ARNAVUTKÖY;DURSUNKÖY;OSMANLI;41.203998;28.636629
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0422255;29.044538
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
KARGÝR BAÐ EVÝ;BEYKOZ;ANADOLU HÝSARI;OSMANLI;41.085932;29.0707204
YEDÝKULE MEZARLIÐI;ZEYTÝNBURNU;KAZLIÇEÞME;;40.992374;28.9213282
KAGÝR EV;BEÞÝKTAÞ;ORTAKÖY;OSMANLI;41.0539703;29.0270806
KÂRGÝR EV;FATÝH;DERVÝÞ ALÝ;OSMANLI;41.02850670000001;28.9404917
SUBAÞI CAMÝÝ - HAZÝRE;ÇATALCA;SUBAÞI;OSMANLI;41.226942;28.4574483
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;CUMHURÝYET;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KISIKLI;OSMANLI;41.0257598;29.0707204
DUVAR KALINTISI;FATÝH;HOBYAR;OSMANLI;41.0146994;28.9739688
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CERRAHPAÞA;OSMANLI;41.0139702;28.9701897
HIMIÞ EV;ÇATALCA;YALIKÖY;OSMANLI;41.4741922;28.2915213
KARGÝR EV;ADALAR;MADEN;OSMANLI;41.1789064;29.0394778
FENAÝ ALÝ EFENDÝ TÜRBESÝ;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.0176198;29.0278436
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;MERKEZ;OSMANLI;41.0556338;28.9310833
ÜSTÜNDE ODASI OLAN KÂRGÝR DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
I. AHMED ÇEÞMESÝ;FATÝH;CANKURTARAN;OSMANLI;41.0082743;28.9812728
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇATMA MESCÝT;OSMANLI;41.049433;28.944783
EDÝP EFENDÝ YALISI MÜÞTEMÝLATI;ÜSKÜDAR;KANDÝLLÝ;OSMANLI;41.0741348;29.0559176
MÜÞTEMÝLAT;ADALAR;NÝZAM;OSMANLI;40.8622396;29.1169363
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÝCADÝYE;OSMANLI;41.027345;29.0325688
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
HIMIÞ EV;ÇATALCA;KESTANELÝK;OSMANLI;41.2343;28.4923
KARAGÖZ MEHMET PAÞA ÇEÞMESÝ;FATÝH;MEVLANAKAPI;OSMANLI;41.0091523;28.9263116
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
ÇEÞME ;KARTAL;YAKACIK ÇARÞI;;40.9184004;29.2204548
MERDÝVEN;SARIYER;BÜYÜKDERE;;41.160641;29.043702
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;GÖKSU;;41.0671017;29.0969337
SULTAN SÜLEYMAN HAMAMI - DUVAR;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0052218;28.9693355
MAÇKA KIÞLASI;ÞÝÞLÝ;HARBÝYE;OSMANLI;41.0457326;28.9909755
TOYGAR HAMZA MESCÝDÝ HAZÝRESÝ;ÜSKÜDAR;MÝMAR SÝNAN;OSMANLI;41.0234639;29.0201413
BARUTÇUBAÞI KONAÐI;BAKIRKÖY;YEÞÝLKÖY;OSMANLI;41.0351418;28.8035213
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BÝNBÝRDÝREK;OSMANLI;41.0139702;28.9701897
TEVFÝKÝYE CAMÝÝ-DÜKKAN;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0678663;29.0453447
KERESTECÝ APARTMANI;BEYOÐLU;EMEKYEMEZ;OSMANLI;41.0505562;28.9859821
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;ACIBADEM;;41.0010389;29.029593
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;TOPKAPI;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;DEFTERDAR;;41.0424486;28.9286894
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
AHÞAP EV;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0338085;29.03165
KAGÝR EV;KADIKÖY;CAFERAÐA;OSMANLI;40.9837196;29.0256257
SUR KALINTISI;TUZLA;CAMÝ;BÝZANS;40.8982305;29.3598782
TUNUSLU HAYRETTÝN PAÞA TÜRBESÝ;EYÜPSULTAN;MERKEZ;OSMANLI;41.05404720000001;28.933941
KARGÝR ÜSTÜ AHÞAP EV;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0338085;29.03165
AHÞAP EV;BAKIRKÖY;CEVÝZLÝK;OSMANLI;40.993513;28.784624
AHÞAP EV;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0588715;28.9948144
ESKÝ TONOZLU YAPI (DEFTERDAR FABRÝKASINA AÝT);EYÜPSULTAN;NÝÞANCI;;41.0215994;28.9549264
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;FÝRUZAÐA;OSMANLI;41.049433;28.944783
BAROK ÇEÞME;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0205683;29.0315229
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;YAZIMANAYIR;OSMANLI;41.0693;29.6857
KARGÝR ODASI OLAN DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0236074;28.9710581
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÝCADÝYE;OSMANLI;41.027345;29.0325688
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;HARBÝYE;CUMHURÝYET;41.0521292;28.9665703
AHÞAP EV;ÜSKÜDAR;MURATREÝS;OSMANLI;41.0338085;29.03165
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
SULTANAHMET KÜLLÝYESÝ - ARASTA HAMAMI;FATÝH;SULTAN AHMET;OSMANLI;41.0039837;28.9767321
;FATÝH;MÝMAR HAYRETTÝN;;41.0074242;28.9666918
KARGÝR ÜSTÜ AHÞAP EV;BEYKOZ;KANLICA;OSMANLI;41.0850841;29.0066473
AHÞAP EV;BAKIRKÖY;YEÞÝLKÖY;;40.993513;28.784624
KÂRGÝR EV;FATÝH;YAVUZ SÝNAN;OSMANLI;41.0205977;28.9619616
VEFAÝ HAN;BEYOÐLU;BEREKETZADE;;41.024208;28.97298109999999
BEÞÝKÇÝZADE TEKKESÝ - DUVAR VE KAPI;FATÝH;HASEKÝ SULTAN;OSMANLI;41.0074;28.9379593
BURHANEDDÝN EFENDÝ KÖÞKÜ;ADALAR;NÝZAM;OSMANLI;40.8740929;29.0898721
MALTEPE TREN ÝSTASYONU;MALTEPE;BAÐLARBAÞI;OSMANLI;40.9206947;29.1335767
HALÝL EFENDÝLER TÜRBESÝ;FATÝH;SEYYÝD ÖMER;OSMANLI;41.0099626;28.9275104
KÂRGÝR EV;KADIKÖY;OSMANAÐA;OSMANLI;40.9914317;29.0270806
AHÞAP KONAK;BEYKOZ;ANADOLU HÝSARI;OSMANLI;41.085932;29.0707204
KÂRGÝR APARTMAN;BEYOÐLU;ÖMER AVNÝ;OSMANLI;41.0342356;28.9914323
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KULOÐLU;;41.049433;28.944783
CAMCILAR MESCÝDÝ;FATÝH;ÝSKENDERPAÞA;OSMANLI;41.0059701;28.948527
HÜSREV PAÞA TÜRBESÝ;FATÝH;AKÞEMSETTÝN;OSMANLI;41.018591;28.9426666
MAHMUD PAÞA KÜLLÝYESÝ - SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MOLLA FENARÝ;;41.0110426;28.9712329
